//a
29.815,2,71
29.826,3,82
30.184,3,71
30.195,3,84
30.445,1,83
30.5,1,83
30.576,3,80
30.586,2,71
30.586,3,83
30.967,2,71
30.967,3,82
31.01,1,82
31.347,1,71
31.739,1,80
31.782,2,74
31.826,3,78
32.097,3,71
32.108,1,83
32.119,1,82
32.478,3,80
32.489,1,71
32.858,2,76
32.88,1,82
32.902,1,74
33.26,3,82
33.63,2,89
33.641,2,71
33.641,1,77
33.663,1,96
34.021,1,80
34.054,1,82
34.391,2,76
34.402,2,82
34.423,2,95
34.782,3,71
34.967,2,74
35.163,1,77
35.163,1,83
35.173,1,96
35.543,3,72
35.543,1,88
35.554,2,76
35.576,2,95
35.782,1,73
35.923,3,72
35.956,3,71
35.989,3,71
36.032,1,72
36.054,3,71
36.065,1,72
36.086,3,71
36.347,2,84
36.565,1,73
36.695,3,72
36.826,1,83
37.076,2,72
37.293,2,73
37.445,2,79
37.456,2,81
37.663,2,81
37.836,3,74
37.847,1,71
37.847,2,98
38.217,1,71
38.228,2,86
38.239,3,74
38.978,3,71
38.978,2,74
38.978,3,86
39.195,1,71
39.358,2,83
39.369,2,71
39.369,1,74
39.739,2,79
39.782,1,84
39.793,3,98
39.934,3,82
40.13,1,72
40.13,2,76
40.163,1,71
40.217,2,72
40.228,2,71
40.26,1,71
40.271,1,72
40.293,1,71
40.467,2,88
40.5,2,76
40.521,3,86
40.532,2,72
40.565,3,89
40.771,3,82
40.793,2,74
41.01,3,79
41.097,2,82
41.271,2,76
41.293,1,98
41.336,3,83
41.5,1,72
41.532,2,76
41.663,1,76
41.695,2,98
42.043,1,81
42.076,2,98
42.25,3,81
42.423,3,74
42.434,3,71
42.804,2,71
42.815,1,74
43.565,2,71
43.565,3,74
43.565,1,86
43.782,1,71
43.945,1,83
43.956,1,71
43.956,2,74
44.326,1,81
44.358,3,84
44.445,2,76
44.706,3,79
44.717,3,72
44.75,3,71
44.75,3,98
44.771,3,72
44.804,3,72
44.836,2,72
44.847,2,71
44.869,1,72
44.88,3,71
44.902,1,72
44.913,2,71
45.054,1,88
45.086,3,76
45.108,2,86
45.119,1,72
45.152,1,89
45.358,2,74
45.358,3,82
45.565,1,92
45.684,2,82
45.869,3,76
45.923,2,83
46.076,1,72
46.13,3,76
46.239,1,79
46.25,1,76
46.619,1,76
46.641,1,82
46.663,1,95
46.684,3,71
46.913,1,78
47.021,3,71
47.021,3,82
47.021,2,95
47.38,3,71
47.782,3,71
47.782,2,80
47.782,2,95
47.804,1,74
48.152,3,83
48.532,1,71
48.532,3,81
48.923,3,84
49.304,1,72
49.304,3,76
49.684,3,72
49.75,2,71
49.771,2,72
49.782,1,71
49.804,3,72
49.815,1,71
49.847,2,71
50.336,3,73
50.445,3,81
50.456,2,72
50.467,1,84
50.826,2,72
50.826,3,76
50.858,3,71
50.869,1,72
50.891,3,71
51.217,1,95
51.228,1,86
51.586,3,74
51.597,2,77
51.608,3,72
51.978,3,81
51.978,1,86
51.989,3,71
51.989,2,74
51.989,3,77
51.989,3,88
52.141,3,88
52.152,3,84
52.358,1,88
52.728,2,80
52.739,1,71
52.75,3,84
52.76,1,86
52.76,2,99
53.119,3,83
53.13,1,71
53.13,1,84
53.532,3,85
53.76,3,85
53.88,2,73
53.88,1,85
53.891,2,76
54.26,3,73
54.271,3,76
54.478,1,83
54.652,3,76
54.978,3,80
55.065,3,95
55.184,1,73
55.423,2,95
55.684,1,80
55.804,3,83
56.173,2,73
56.5,3,73
56.576,2,71
56.597,1,92
56.967,3,82
57.228,2,78
57.326,2,71
57.326,3,81
57.326,3,82
57.423,2,82
57.706,2,83
57.717,1,71
58.467,3,73
58.467,2,76
58.793,3,73
58.858,2,76
58.869,2,71
58.891,2,95
59.532,1,73
59.619,3,85
59.641,1,76
60,1,73
60.01,2,71
60.01,1,76
60.76,2,76
60.76,1,83
60.771,2,73
61.141,3,81
61.152,1,73
61.152,3,76
61.163,1,71
61.532,1,92
61.565,1,80
61.847,1,73
61.913,2,78
61.934,3,76
61.934,1,97
62.293,1,76
62.304,2,71
62.304,3,73
62.326,3,95
62.673,2,74
62.695,3,82
62.978,1,78
63.065,1,82
63.445,3,71
63.826,1,80
63.836,1,71
63.913,3,74
64.195,1,74
64.217,1,71
64.217,1,82
64.597,3,71
65.021,2,93
65.358,1,71
65.358,2,82
65.728,2,71
65.782,3,90
66.13,3,80
66.152,1,74
66.152,3,82
66.489,2,80
66.5,2,82
66.88,2,71
67.271,1,71
67.652,1,71
67.652,3,82
68.021,2,71
68.032,2,76
68.065,1,95
68.456,3,74
68.543,1,78
68.782,1,71
68.793,3,83
68.804,1,82
69.173,2,71
69.565,1,71
69.608,2,83
69.652,3,78
69.728,2,82
69.934,2,81
69.945,1,82
70.315,3,71
70.315,3,92
70.336,3,80
70.467,1,76
70.695,3,78
70.706,3,71
70.706,3,82
70.728,2,97
71.076,2,76
71.086,3,82
71.108,1,95
71.456,3,74
71.456,2,83
71.467,1,71
71.51,3,93
71.847,3,73
71.847,2,85
71.891,2,92
72.228,2,76
72.619,3,71
72.619,2,76
72.815,1,73
73.326,1,73
73.369,2,75
73.38,2,88
73.38,3,95
73.391,2,76
73.717,2,85
73.76,3,73
73.771,3,71
73.793,3,95
74.51,1,73
74.891,2,73
74.923,3,71
74.934,3,92
75.293,1,92
75.576,1,78
75.663,3,81
75.663,3,82
75.673,1,71
76.054,3,71
76.804,3,73
76.815,2,76
77.13,1,73
77.206,1,71
77.206,2,76
77.239,1,95
77.858,2,73
77.956,3,85
78.336,3,73
78.347,1,76
78.358,2,71
78.576,3,73
79.097,1,83
79.108,1,76
79.108,2,79
79.119,3,73
79.489,1,81
79.5,1,71
79.5,1,73
79.5,2,79
79.869,2,95
79.88,2,74
79.88,3,89
80.25,2,73
80.25,2,83
80.26,2,76
80.271,3,71
80.63,2,76
80.63,2,85
80.641,3,73
80.641,3,79
81.01,1,86
81.184,2,84
81.402,3,74
81.423,3,73
81.489,2,74
81.565,2,73
81.706,1,90
81.771,1,78
81.782,1,81
81.793,2,74
81.945,2,84
82,1,76
82.163,1,81
82.173,1,78
82.195,3,96
82.402,2,76
83.01,2,74
83.304,1,74
83.304,2,78
83.326,3,97
83.336,2,96
83.467,2,76
84.413,1,81
84.445,3,78
84.456,2,86
84.478,3,74
84.489,3,96
84.641,3,76
85.597,2,86
85.782,3,84
85.989,2,73
85.989,3,78
86.01,3,97
86.076,2,74
86.119,1,73
86.369,3,81
86.369,2,97
86.38,2,74
86.521,3,84
86.565,2,76
86.76,1,86
86.76,1,97
86.815,1,74
87.021,3,84
87.152,2,73
87.184,2,74
87.217,2,74
87.282,3,73
87.51,2,78
87.51,3,81
87.51,1,97
87.521,1,85
87.532,2,74
87.75,3,76
87.815,3,78
87.913,2,83
88.271,1,73
88.282,2,76
88.652,3,75
88.663,3,88
88.673,2,71
88.673,2,73
88.673,2,76
88.695,2,95
89.293,2,80
89.423,2,83
89.423,2,84
89.434,3,73
89.804,2,73
89.836,1,83
90.402,3,81
90.565,3,71
90.565,1,81
90.619,1,86
90.956,2,73
90.967,3,71
90.967,3,90
90.967,2,92
90.989,1,80
91.641,3,78
91.717,2,82
91.739,3,97
92.097,1,80
92.108,3,71
92.478,2,81
92.858,2,73
92.858,1,76
93.239,1,73
93.25,1,76
93.25,3,82
93.63,3,73
93.63,1,76
93.63,1,83
94.043,2,95
94.195,3,77
94.228,3,96
94.391,3,76
94.423,3,95
94.576,1,77
94.608,3,96
94.793,1,82
94.793,2,95
95,3,83
95.152,1,71
95.152,1,80
95.163,1,82
95.532,2,81
95.543,2,71
95.554,2,83
95.793,2,80
95.934,2,71
95.967,2,87
96.097,3,82
96.184,3,78
96.293,2,76
96.315,1,82
96.315,3,95
96.489,2,77
96.521,2,96
96.663,2,78
96.673,3,71
96.684,2,76
96.804,1,90
96.826,2,78
96.869,3,77
96.902,3,96
97.065,2,76
97.391,3,88
97.445,1,72
97.445,1,81
97.456,2,76
97.521,1,85
97.826,2,72
97.826,1,76
97.826,1,95
97.836,3,83
97.847,2,85
97.858,2,71
97.869,1,72
97.891,2,71
97.902,1,72
97.967,2,71
98.217,2,84
98.282,3,88
98.358,1,72
98.38,1,79
98.586,1,72
98.586,2,81
98.597,2,76
98.978,3,76
98.978,3,83
99.01,3,71
99.097,1,72
99.108,1,71
99.358,2,84
99.369,3,86
99.413,1,90
99.489,2,81
99.554,3,83
99.739,2,74
99.75,2,72
99.75,1,77
99.934,3,79
100.119,3,77
100.13,3,74
100.141,3,71
100.152,1,96
100.239,1,90
100.282,1,88
100.304,3,90
100.315,3,76
100.347,1,95
100.358,3,74
100.423,3,90
100.5,3,77
100.521,3,96
100.554,2,86
100.565,1,87
100.608,2,83
100.663,1,78
100.695,1,76
100.88,1,74
100.891,1,71
100.891,1,98
100.902,2,84
100.934,3,93
100.989,1,87
101.26,3,71
101.282,2,72
101.282,2,83
101.336,1,91
101.413,3,71
101.456,2,74
101.597,3,71
101.652,3,76
101.836,1,77
101.847,3,88
101.88,1,96
102.032,2,76
102.043,3,72
102.043,1,95
102.228,1,77
102.25,3,96
102.413,1,88
102.423,2,72
102.423,3,76
102.467,2,95
102.608,2,77
102.63,2,96
102.793,2,76
102.815,2,95
103.032,1,85
103.184,2,72
103.369,3,77
103.402,2,96
103.565,2,72
103.576,1,76
103.576,1,95
103.673,3,85
103.76,1,77
103.782,2,96
103.934,2,76
103.967,1,82
103.989,1,95
104.173,1,83
104.25,1,80
104.336,2,82
104.706,3,81
104.717,1,71
104.717,2,83
104.967,1,80
105.141,3,87
105.271,3,82
105.358,3,78
105.467,2,71
105.467,1,76
105.478,1,82
105.489,3,95
105.663,2,77
105.663,3,90
105.695,2,96
105.826,2,78
105.847,3,71
105.858,3,76
105.967,2,90
106.043,3,77
106.065,2,71
106.076,2,96
106.239,1,76
106.565,3,88
106.619,2,72
106.619,2,81
106.63,2,76
106.978,3,85
107,2,72
107,3,76
107,1,95
107.01,1,83
107.021,2,85
107.032,1,71
107.108,1,72
107.13,3,71
107.141,3,72
107.163,1,71
107.38,2,84
107.456,1,88
107.532,1,72
107.554,3,79
107.76,2,72
107.76,2,81
107.771,1,76
108.141,1,83
108.152,3,76
108.184,1,71
108.271,2,72
108.282,3,71
108.532,3,84
108.543,1,86
108.576,1,90
108.663,3,81
108.913,2,74
108.913,1,77
108.923,3,72
109.293,3,74
109.304,2,77
109.315,2,71
109.413,3,90
109.445,3,88
109.478,3,90
109.586,2,90
109.673,3,83
109.695,2,86
109.739,3,87
109.815,3,78
110.065,2,71
110.076,2,84
110.445,3,71
110.815,2,81
110.88,1,83
111.01,1,88
111.206,1,72
111.206,3,76
111.576,3,85
111.586,3,72
111.586,3,76
111.586,3,80
111.586,3,82
111.967,2,72
111.967,2,76
111.967,2,81
111.978,1,83
112.206,2,85
112.228,3,88
112.728,3,76
112.75,1,95
112.847,1,85
113.119,2,84
113.13,2,83
113.51,3,72
113.88,3,72
113.88,2,83
113.913,3,71
113.934,1,72
113.945,2,71
113.978,2,71
113.989,3,72
114.01,1,71
114.26,2,80
114.271,1,81
114.554,3,78
114.652,1,71
114.652,1,82
114.652,3,92
114.684,1,80
115.021,1,83
115.032,2,71
115.402,2,81
115.793,2,72
116.173,2,72
116.206,2,71
116.282,2,72
116.304,3,71
116.315,2,72
116.336,2,71
116.826,2,73
116.945,3,76
116.956,3,72
116.967,2,95
117.315,1,72
117.358,2,95
117.38,2,71
117.391,3,72
117.413,1,71
117.423,2,72
117.445,3,71
117.478,1,72
117.489,1,71
118.086,1,72
118.478,3,72
118.5,2,71
118.5,1,95
118.521,2,72
118.532,3,71
118.554,3,72
118.565,1,71
118.586,1,72
118.597,2,71
119.152,1,73
119.228,3,79
119.239,3,72
119.271,1,98
119.608,1,72
119.641,1,71
119.652,2,72
119.673,1,71
119.684,2,72
119.706,2,71
119.717,1,72
119.75,1,71
119.771,1,72
119.782,2,71
119.804,2,77
119.836,1,96
120,1,88
120,1,95
120.01,2,82
120.032,1,76
120.271,3,78
120.369,1,74
120.391,2,71
120.391,2,82
120.76,1,71
121.152,3,71
121.152,2,80
121.521,3,71
121.532,1,82
121.902,3,71
121.902,1,76
122.282,2,73
122.282,3,86
122.673,3,71
122.673,3,82
123.054,2,71
123.054,1,84
123.445,3,71
123.445,2,83
123.489,3,74
123.5,2,80
123.543,2,78
123.815,1,71
123.815,1,93
123.826,2,81
123.826,2,82
123.88,3,82
124.195,2,71
124.195,2,84
124.521,1,83
124.586,1,80
124.597,2,83
124.967,1,71
124.978,3,82
125.076,1,82
125.347,3,71
125.782,2,74
125.869,3,78
126.108,1,83
126.152,3,82
126.489,1,71
126.489,2,80
126.869,2,76
126.891,3,82
126.913,3,95
127.25,2,71
127.26,2,82
127.641,2,71
127.641,2,89
127.663,2,96
127.673,3,77
128.032,3,71
128.032,1,80
128.391,1,76
128.413,2,82
128.423,2,95
128.782,3,71
128.978,3,74
129.163,3,77
129.173,2,83
129.184,1,96
129.554,2,72
129.554,2,76
129.586,1,95
129.934,3,72
130,3,71
130.347,1,84
130.576,1,73
130.706,1,72
130.869,2,83
131.076,2,72
131.293,1,73
131.456,3,79
131.467,1,81
131.5,2,98
131.673,3,81
131.836,1,74
131.847,2,71
131.858,1,98
132.217,2,71
132.239,1,74
132.391,3,71
132.989,2,71
132.989,3,74
132.989,1,86
133.206,2,71
133.369,3,83
133.38,1,71
133.38,3,74
133.75,3,79
133.782,2,84
133.793,3,98
133.945,3,82
134.13,3,72
134.163,2,71
134.195,2,71
134.206,1,72
134.293,2,71
134.478,3,88
134.51,2,76
134.532,3,86
134.554,3,72
134.565,2,89
134.782,3,82
134.793,3,74
135.108,1,82
135.282,2,91
135.293,1,76
135.293,1,79
135.293,1,98
135.336,3,83
135.5,2,72
135.663,1,76
135.706,2,98
136.043,3,81
136.423,3,74
136.434,1,71
136.804,3,71
136.804,2,75
136.826,3,74
136.978,2,71
137.565,3,71
137.565,3,86
137.576,1,74
137.793,3,71
137.956,1,71
137.956,2,74
137.956,3,83
138.336,2,81
138.358,3,84
138.706,1,79
138.717,3,72
138.728,2,76
138.75,1,71
138.76,3,98
138.771,3,72
138.782,2,71
138.815,2,71
138.826,1,72
138.847,2,71
138.847,3,98
138.858,3,72
138.88,1,71
139.054,2,88
139.086,2,76
139.108,3,74
139.108,3,86
139.141,3,72
139.152,3,89
139.369,3,82
139.38,2,74
139.684,1,82
139.858,3,76
139.923,2,83
140.086,2,72
140.13,2,76
140.239,1,79
140.25,1,76
140.597,2,76
140.641,3,82
140.641,2,95
140.934,2,78
141.01,2,72
141.021,3,82
141.021,2,95
141.032,3,71
141.402,2,71
141.782,1,80
141.782,2,95
141.793,1,71
141.815,1,74
142.152,2,71
142.152,1,83
142.532,3,71
142.543,2,81
142.923,2,84
143.304,2,76
143.315,1,72
143.684,3,72
143.717,1,71
143.793,2,72
143.815,1,71
143.826,3,72
143.847,1,71
144.347,2,73
144.445,2,76
144.445,2,81
144.467,3,72
144.467,1,84
144.826,2,72
144.836,2,76
144.891,3,71
144.956,3,72
144.967,1,71
144.989,3,72
145,3,71
145.228,3,86
145.608,3,72
145.608,1,74
145.608,2,77
145.978,3,74
145.978,3,81
145.978,2,86
145.989,1,77
145.989,1,88
146,3,71
146.13,1,84
146.13,1,88
146.358,2,88
146.739,3,71
146.739,1,80
146.76,2,84
146.76,2,99
147.13,1,71
147.13,3,83
147.532,2,85
147.771,3,85
147.88,1,73
147.891,1,76
147.891,2,85
148.271,3,73
148.271,3,76
148.5,3,73
148.663,2,76
148.978,2,80
149.076,1,95
149.239,1,73
149.423,1,95
149.684,1,80
149.804,3,83
150.173,3,73
150.5,1,73
150.576,3,71
150.608,2,92
151.239,1,78
151.326,2,81
151.326,2,82
151.336,3,71
151.717,2,71
152.467,2,73
152.478,3,76
152.793,1,73
152.869,3,71
152.869,2,76
152.902,1,95
153.532,1,73
153.619,3,85
154,2,73
154.01,2,76
154.021,1,71
154.76,2,73
154.76,1,83
154.771,1,76
155.141,3,81
155.163,1,71
155.163,2,73
155.163,3,76
155.532,2,92
155.565,3,80
155.619,1,83
155.836,2,73
155.913,1,77
155.913,3,90
155.923,1,78
155.934,3,76
155.945,3,97
156.293,3,76
156.304,2,73
156.315,3,71
156.336,2,95
156.673,1,74
156.695,2,82
156.989,3,78
157.054,1,71
157.076,2,82
157.445,2,71
157.836,2,71
157.836,1,80
157.913,1,74
158.195,2,74
158.217,1,71
158.217,1,82
158.597,3,71
158.608,1,93
159.119,3,78
159.358,3,71
159.358,1,82
159.739,2,71
159.739,3,95
159.782,2,90
160.152,1,82
160.173,1,74
160.184,2,80
160.5,3,80
160.51,1,82
160.88,3,71
161.652,1,71
161.652,2,82
162.021,2,76
162.032,3,71
162.065,1,95
162.467,2,74
162.554,2,78
162.793,2,83
162.836,1,82
163.173,2,71
163.608,3,83
163.663,1,78
163.728,2,82
163.934,2,81
163.934,2,82
163.945,2,71
164.326,2,71
164.326,3,92
164.358,3,80
164.695,1,78
164.728,1,97
165.076,3,76
165.097,2,82
165.108,1,95
165.467,2,74
165.467,1,83
165.478,1,71
165.847,3,85
165.858,1,73
165.891,3,92
166.228,1,76
166.619,2,76
166.63,3,71
166.826,3,73
167.336,2,73
167.38,3,88
167.391,1,76
167.391,1,95
167.771,1,71
167.771,1,73
167.793,3,95
168.521,1,73
168.902,2,73
168.923,1,71
168.945,2,92
169.304,2,80
169.576,3,78
169.673,1,71
169.673,3,81
169.673,2,82
169.771,3,82
170.054,3,71
170.815,3,73
170.815,3,76
171.206,2,71
171.206,2,76
171.217,2,73
171.239,2,95
171.891,2,73
171.967,2,85
172.347,3,73
172.358,2,71
172.358,3,76
173.108,2,73
173.108,3,76
173.108,2,83
173.119,2,79
173.489,3,81
173.5,3,73
173.5,1,79
173.51,1,71
173.51,1,76
173.88,2,74
173.88,3,89
173.88,2,95
174.25,1,83
174.26,3,73
174.26,3,76
174.271,3,71
174.63,2,73
174.641,2,76
174.641,3,79
174.641,3,85
175.021,2,86
175.206,3,84
175.402,3,74
175.423,1,73
175.489,2,74
175.576,1,73
175.771,1,78
175.804,1,74
175.945,2,84
176.01,1,76
176.163,3,78
176.184,3,96
176.391,3,76
177.032,1,74
177.304,2,78
177.304,3,81
177.315,3,74
177.358,2,96
177.489,2,76
178.423,1,81
178.456,3,78
178.478,1,74
178.489,1,96
178.597,2,88
178.684,2,76
179.608,2,86
179.782,3,84
179.989,3,73
180,1,78
180.021,3,97
180.13,3,74
180.141,1,73
180.163,3,74
180.184,2,73
180.369,1,81
180.369,2,97
180.38,2,74
180.532,2,84
180.576,3,76
180.76,2,97
180.771,2,86
180.826,3,74
181.032,2,84
181.217,1,73
181.228,1,74
181.293,3,73
181.51,1,78
181.521,2,81
181.521,2,97
181.532,1,85
181.543,2,74
181.684,1,84
181.728,3,76
181.815,2,78
181.913,1,83
182.282,1,73
182.282,2,76
182.608,1,73
182.673,1,71
182.673,1,76
182.706,2,95
183.293,1,80
183.423,3,83
183.434,3,84
183.815,3,73
183.847,1,83
184.423,3,81
184.565,3,71
184.576,2,81
184.619,1,86
184.967,3,71
184.967,2,73
184.967,2,92
184.978,1,90
184.989,1,80
185.38,3,82
185.641,2,78
185.728,1,71
185.728,3,82
185.739,3,97
186.097,3,80
186.108,1,71
186.489,2,93
186.521,2,81
186.858,1,73
186.869,3,76
187.25,3,73
187.25,1,76
187.26,2,82
187.63,2,76
187.641,1,73
187.641,2,83
